Unnamed: 0,index,latitude,longitude,scan,track,acq_date,acq_time,satellite,instrument,version,Wildfire_Intensity,frp,daynight,type,Cities,States,Counties,precipitation,min_tmp,max_tmp,wind_speed,humidity,air_pressure
0,7,34.007,-117.37899999999999,1.1,1.1,2019-01-01,2053,Aqua,MODIS,6.03,288.6,6.5,D,2,Rubidoux,California,Riverside County,,0.0,0.0,0.0,0,0.0
1,32,37.4482,-121.4345,1.5,1.2,2019-01-02,2137,Aqua,MODIS,6.03,287.0,15.8,D,0,Tracy,California,San Joaquin County,,0.0,0.0,0.0,0,0.0
2,33,37.7627,-120.9014,1.6,1.3,2019-01-02,2137,Aqua,MODIS,6.03,286.4,17.6,D,0,Riverbank,California,Stanislaus County,,0.0,0.0,0.0,0,0.0
3,34,38.7975,-122.17,1.4,1.2,2019-01-02,2137,Aqua,MODIS,6.03,287.3,7.7,D,0,Esparto,California,Yolo County,,0.0,0.0,0.0,0,0.0
4,35,39.2106,-121.6701,1.5,1.2,2019-01-02,2137,Aqua,MODIS,6.03,285.1,14.4,D,0,Tierra Buena,California,Sutter County,,0.0,0.0,0.0,0,0.0
5,36,39.2267,-122.2218,1.4,1.2,2019-01-02,2137,Aqua,MODIS,6.03,288.6,52.6,D,0,Maxwell,California,Colusa County,,0.0,0.0,0.0,0,0.0
6,37,39.2693,-122.2289,1.4,1.2,2019-01-02,2137,Aqua,MODIS,6.03,287.9,15.2,D,0,Maxwell,California,Colusa County,,0.0,0.0,0.0,0,0.0
7,38,39.2676,-122.2455,1.4,1.2,2019-01-02,2137,Aqua,MODIS,6.03,288.4,17.6,D,0,Maxwell,California,Colusa County,,0.0,0.0,0.0,0,0.0
8,39,39.3795,-122.0292,1.5,1.2,2019-01-02,2137,Aqua,MODIS,6.03,286.6,47.1,D,0,Colusa,California,Colusa County,,0.0,0.0,0.0,0,0.0
9,40,39.3778,-122.0463,1.5,1.2,2019-01-02,2137,Aqua,MODIS,6.03,287.6,40.0,D,0,Colusa,California,Colusa County,,0.0,0.0,0.0,0,0.0
10,41,39.749,-121.9734,1.5,1.2,2019-01-02,2137,Aqua,MODIS,6.03,284.4,19.2,D,0,Hamilton City,California,Glenn County,,0.0,0.0,0.0,0,0.0
11,61,36.4911,-121.3633,1.0,1.0,2019-01-03,1903,Terra,MODIS,6.03,286.6,4.8,D,0,Soledad,California,Monterey County,,0.0,0.0,0.0,0,0.0
12,64,38.7049,-122.0142,1.0,1.0,2019-01-03,1903,Terra,MODIS,6.03,284.3,6.7,D,0,Esparto,California,Yolo County,,0.0,0.0,0.0,0,0.0
13,65,38.4728,-122.391,1.0,1.0,2019-01-03,1903,Terra,MODIS,6.03,283.6,9.6,D,0,Yountville,California,Napa County,,0.0,0.0,0.0,0,0.0
14,66,38.4712,-122.3796,1.0,1.0,2019-01-03,1903,Terra,MODIS,6.03,284.4,11.0,D,0,Yountville,California,Napa County,,0.0,0.0,0.0,0,0.0
15,67,37.8169,-121.1405,1.0,1.0,2019-01-03,1903,Terra,MODIS,6.03,281.7,6.9,D,0,Ripon,California,San Joaquin County,,0.0,0.0,0.0,0,0.0
16,68,36.9212,-118.19200000000001,1.3,1.1,2019-01-03,1903,Terra,MODIS,6.03,283.4,13.7,D,0,Big Pine,California,Inyo County,,0.0,0.0,0.0,0,0.0
17,69,34.5904,-120.0459,1.1,1.1,2019-01-03,1904,Terra,MODIS,6.03,289.0,6.7,D,0,Santa Ynez,California,Santa Barbara County,,0.0,0.0,0.0,0,0.0
18,70,34.6165,-120.3166,1.1,1.1,2019-01-03,1904,Terra,MODIS,6.03,289.5,5.0,D,0,Buellton,California,Santa Barbara County,,0.0,0.0,0.0,0,0.0
19,71,34.4049,-119.5072,1.2,1.1,2019-01-03,1904,Terra,MODIS,6.03,290.0,3.4,D,2,Carpinteria,California,Santa Barbara County,,0.0,0.0,0.0,0,0.0
20,78,35.2679,-119.48100000000001,2.0,1.4,2019-01-03,2041,Aqua,MODIS,6.03,290.2,8.8,D,0,Ford City,California,Kern County,,0.0,0.0,0.0,0,0.0
21,79,35.2697,-119.4862,2.0,1.4,2019-01-03,2041,Aqua,MODIS,6.03,289.9,12.9,D,0,Ford City,California,Kern County,,0.0,0.0,0.0,0,0.0
22,80,39.7183,-120.3186,1.8,1.3,2019-01-03,2042,Aqua,MODIS,6.03,279.3,23.5,D,0,Portola,California,Plumas County,,0.0,0.0,0.0,0,0.0
23,81,39.7142,-120.3386,1.8,1.3,2019-01-03,2042,Aqua,MODIS,6.03,279.0,25.1,D,0,Portola,California,Plumas County,,0.0,0.0,0.0,0,0.0
24,126,35.7342,-121.2735,4.0,1.9,2019-01-04,1946,Terra,MODIS,6.03,284.6,103.4,D,0,Cambria,California,San Luis Obispo County,,0.0,0.0,0.0,0,0.0
25,127,35.7287,-121.2792,4.0,1.9,2019-01-04,1946,Terra,MODIS,6.03,285.3,91.8,D,0,Cambria,California,San Luis Obispo County,,0.0,0.0,0.0,0,0.0
26,130,34.3561,-118.9611,1.3,1.1,2019-01-04,2124,Aqua,MODIS,6.03,293.1,8.0,D,0,Fillmore,California,Ventura County,,0.0,0.0,0.0,0,0.0
27,131,34.3584,-119.0312,1.3,1.1,2019-01-04,2124,Aqua,MODIS,6.03,293.0,7.5,D,2,Santa Paula,California,Ventura County,,0.0,0.0,0.0,0,0.0
28,132,35.7408,-121.2982,1.1,1.0,2019-01-04,2124,Aqua,MODIS,6.03,291.6,26.3,D,0,Cambria,California,San Luis Obispo County,,0.0,0.0,0.0,0,0.0
29,133,35.7393,-121.3095,1.1,1.0,2019-01-04,2124,Aqua,MODIS,6.03,290.3,8.0,D,0,Cambria,California,San Luis Obispo County,,0.0,0.0,0.0,0,0.0
30,134,36.5779,-121.4879,1.1,1.0,2019-01-04,2124,Aqua,MODIS,6.03,292.5,5.8,D,0,Chualar,California,Monterey County,,0.0,0.0,0.0,0,0.0
31,135,36.5764,-121.4997,1.1,1.0,2019-01-04,2124,Aqua,MODIS,6.03,292.1,4.8,D,0,Chualar,California,Monterey County,,0.0,0.0,0.0,0,0.0
32,136,37.4488,-121.436,1.1,1.0,2019-01-04,2124,Aqua,MODIS,6.03,289.5,6.4,D,0,Tracy,California,San Joaquin County,,0.0,0.0,0.0,0,0.0
33,137,38.5313,-120.4714,1.2,1.1,2019-01-04,2125,Aqua,MODIS,6.03,283.8,13.2,D,0,Pioneer,California,Amador County,,0.0,0.0,0.0,0,0.0
34,138,38.5298,-120.4849,1.2,1.1,2019-01-04,2125,Aqua,MODIS,6.03,284.5,36.6,D,0,Pioneer,California,Amador County,,0.0,0.0,0.0,0,0.0
35,139,38.8371,-120.4635,1.2,1.1,2019-01-04,2125,Aqua,MODIS,6.03,277.5,13.7,D,0,Pollock Pines,California,El Dorado County,,0.0,0.0,0.0,0,0.0
36,140,38.8355,-120.4773,1.2,1.1,2019-01-04,2125,Aqua,MODIS,6.03,280.2,9.9,D,0,Pollock Pines,California,El Dorado County,,0.0,0.0,0.0,0,0.0
37,141,38.847,-120.465,1.2,1.1,2019-01-04,2125,Aqua,MODIS,6.03,279.0,14.3,D,0,Pollock Pines,California,El Dorado County,,0.0,0.0,0.0,0,0.0
38,142,38.8883,-122.5276,1.0,1.0,2019-01-04,2125,Aqua,MODIS,6.03,287.6,8.3,D,0,Lower Lake,California,Lake County,,0.0,0.0,0.0,0,0.0
39,143,38.927,-122.7253,1.0,1.0,2019-01-04,2125,Aqua,MODIS,6.03,285.8,10.3,D,0,Soda Bay,California,Lake County,,0.0,0.0,0.0,0,0.0
40,144,39.0293,-122.5701,1.0,1.0,2019-01-04,2125,Aqua,MODIS,6.03,288.4,5.3,D,0,Clearlake,California,Lake County,,0.0,0.0,0.0,0,0.0
41,145,38.9461,-123.4648,1.0,1.0,2019-01-04,2125,Aqua,MODIS,6.03,284.8,6.2,D,0,Boonville,California,Mendocino County,,0.0,0.0,0.0,0,0.0
42,146,40.6253,-121.8553,1.1,1.1,2019-01-04,2125,Aqua,MODIS,6.03,283.0,9.8,D,0,Shingletown,California,Shasta County,,0.0,0.0,0.0,0,0.0
43,147,40.6674,-121.8712,1.1,1.1,2019-01-04,2125,Aqua,MODIS,6.03,282.0,22.2,D,0,Shingletown,California,Shasta County,,0.0,0.0,0.0,0,0.0
44,148,40.6659,-121.8839,1.1,1.1,2019-01-04,2125,Aqua,MODIS,6.03,283.3,49.2,D,0,Shingletown,California,Shasta County,,0.0,0.0,0.0,0,0.0
45,149,40.6643,-121.8967,1.1,1.1,2019-01-04,2125,Aqua,MODIS,6.03,282.3,12.9,D,0,Shingletown,California,Shasta County,,0.0,0.0,0.0,0,0.0
46,150,40.683,-121.8213,1.1,1.1,2019-01-04,2125,Aqua,MODIS,6.03,279.9,15.6,D,0,Shingletown,California,Shasta County,,0.0,0.0,0.0,0,0.0
47,151,40.6799,-121.8473,1.1,1.1,2019-01-04,2125,Aqua,MODIS,6.03,280.6,30.1,D,0,Shingletown,California,Shasta County,,0.0,0.0,0.0,0,0.0
48,152,40.6783,-121.8602,1.1,1.1,2019-01-04,2125,Aqua,MODIS,6.03,281.1,24.6,D,0,Shingletown,California,Shasta County,,0.0,0.0,0.0,0,0.0
49,348,36.1424,-119.0025,1.1,1.1,2019-01-07,1839,Terra,MODIS,6.03,283.6,5.9,D,0,Strathmore,California,Tulare County,,0.0,0.0,0.0,0,0.0
50,349,35.4562,-119.306,1.2,1.1,2019-01-07,1839,Terra,MODIS,6.03,289.4,10.6,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
51,350,34.0912,-117.5342,1.0,1.0,2019-01-07,1839,Terra,MODIS,6.03,287.9,3.3,D,2,Rancho Cucamonga,California,San Bernardino County,,0.0,0.0,0.0,0,0.0
52,351,33.5417,-116.1864,1.0,1.0,2019-01-07,1840,Terra,MODIS,6.03,285.5,13.5,D,0,Vista Santa Rosa,California,Riverside County,,0.0,0.0,0.0,0,0.0
53,359,35.5688,-119.2271,4.6,2.0,2019-01-07,2017,Aqua,MODIS,6.03,285.2,126.5,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
54,360,35.5685,-119.2304,4.6,2.0,2019-01-07,2017,Aqua,MODIS,6.03,285.2,132.1,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
55,361,35.5613,-119.2271,3.9,1.8,2019-01-07,2155,Aqua,MODIS,6.03,288.9,79.3,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
56,362,36.6305,-120.5039,3.3,1.7,2019-01-07,2155,Aqua,MODIS,6.03,278.7,140.5,D,0,Mendota,California,Fresno County,1.0,2.293333333333333,16.78,3.867090264978125,75,1021.5170422535209
57,363,36.6283,-120.5413,3.3,1.7,2019-01-07,2155,Aqua,MODIS,6.03,278.1,63.0,D,0,Mendota,California,Fresno County,1.0,2.293333333333333,16.78,3.867090264978125,75,1021.5170422535209
58,364,36.6275,-120.5118,3.3,1.7,2019-01-07,2155,Aqua,MODIS,6.03,279.4,158.1,D,0,Mendota,California,Fresno County,1.0,2.293333333333333,16.78,3.867090264978125,75,1021.5170422535209
59,456,33.5556,-116.0124,1.0,1.0,2019-01-08,2059,Aqua,MODIS,6.03,292.3,13.6,D,0,Mecca,California,Riverside County,,0.0,0.0,0.0,0,0.0
60,457,35.5624,-119.2215,1.1,1.0,2019-01-08,2059,Aqua,MODIS,6.03,278.9,58.8,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
61,458,35.5605,-119.2334,1.1,1.0,2019-01-08,2059,Aqua,MODIS,6.03,280.2,34.5,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
62,459,35.965,-118.9662,1.1,1.0,2019-01-08,2059,Aqua,MODIS,6.03,280.8,8.1,D,0,Terra Bella,California,Tulare County,,0.0,0.0,0.0,0,0.0
63,461,36.6337,-120.5128,1.3,1.2,2019-01-09,625,Terra,MODIS,6.03,283.0,11.9,N,0,Mendota,California,Fresno County,1.0,2.415,16.08666666666667,2.910352906216316,77,1021.1386619718318
64,659,34.0959,-117.5324,1.3,1.1,2019-01-09,1827,Terra,MODIS,6.03,292.4,5.4,D,2,Rancho Cucamonga,California,San Bernardino County,,0.0,0.0,0.0,0,0.0
65,660,33.5458,-116.1872,1.1,1.0,2019-01-09,1827,Terra,MODIS,6.03,294.9,18.2,D,0,Vista Santa Rosa,California,Riverside County,,0.0,0.0,0.0,0,0.0
66,1026,38.9439,-122.7713,1.0,1.0,2019-01-10,1909,Terra,MODIS,6.03,280.8,8.9,D,0,Soda Bay,California,Lake County,,0.0,0.0,0.0,0,0.0
67,1027,36.6703,-120.6659,1.2,1.1,2019-01-10,1909,Terra,MODIS,6.03,288.0,8.4,D,0,Firebaugh,California,Fresno County,2.0,4.82,16.646666666666665,1.9142086716754243,77,1021.4559154929584
68,1028,36.668,-120.6529,1.2,1.1,2019-01-10,1909,Terra,MODIS,6.03,287.9,8.8,D,0,Firebaugh,California,Fresno County,2.0,4.82,16.646666666666665,1.9142086716754243,77,1021.4559154929584
69,1029,36.6657,-120.6594,1.2,1.1,2019-01-10,1909,Terra,MODIS,6.03,288.7,16.0,D,0,Firebaugh,California,Fresno County,2.0,4.82,16.646666666666665,1.9142086716754243,77,1021.4559154929584
70,1035,34.2717,-118.962,1.6,1.2,2019-01-10,2047,Aqua,MODIS,6.03,290.3,8.4,D,0,Moorpark,California,Ventura County,,0.0,0.0,0.0,0,0.0
71,1037,36.6599,-120.6584,1.8,1.3,2019-01-10,2048,Aqua,MODIS,6.03,289.0,8.3,D,0,Firebaugh,California,Fresno County,2.0,4.82,16.646666666666665,1.9142086716754243,77,1021.4559154929584
72,1038,36.6672,-120.6675,1.8,1.3,2019-01-10,2048,Aqua,MODIS,6.03,288.9,14.3,D,0,Firebaugh,California,Fresno County,2.0,4.82,16.646666666666665,1.9142086716754243,77,1021.4559154929584
73,1262,38.7499,-120.9012,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,285.1,8.2,D,0,Shingle Springs,California,El Dorado County,,0.0,0.0,0.0,0,0.0
74,1263,38.2689,-120.4427,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,281.7,11.4,D,0,Arnold,California,Calaveras County,,0.0,0.0,0.0,0,0.0
75,1264,38.4595,-122.5777,1.1,1.0,2019-01-12,1857,Terra,MODIS,6.03,284.8,7.0,D,0,Kenwood,California,Sonoma County,,0.0,0.0,0.0,0,0.0
76,1265,37.7738,-120.9761,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,284.9,6.6,D,2,Escalon,California,San Joaquin County,,0.0,0.0,0.0,0,0.0
77,1266,37.7486,-120.9933,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,285.2,5.7,D,0,Del Rio,California,Stanislaus County,,0.0,0.0,0.0,0,0.0
78,1267,37.747,-120.98200000000001,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,285.8,17.3,D,0,Del Rio,California,Stanislaus County,,0.0,0.0,0.0,0,0.0
79,1268,36.817,-120.1213,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,286.7,6.6,D,0,Biola,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
80,1269,36.7292,-119.9693,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,286.6,13.5,D,0,Biola,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
81,1270,36.5995,-119.9083,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,287.4,14.0,D,0,Caruthers,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
82,1271,36.5978,-119.8972,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,287.4,9.3,D,0,Caruthers,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
83,1272,36.5408,-120.0084,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,287.5,9.6,D,0,Caruthers,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
84,1273,36.5391,-119.9973,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,286.8,6.8,D,0,Caruthers,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
85,1274,36.4411,-119.6043,1.0,1.0,2019-01-12,1857,Terra,MODIS,6.03,283.7,7.8,D,0,Laton,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
86,1275,35.5672,-119.2344,1.1,1.0,2019-01-12,1857,Terra,MODIS,6.03,288.2,12.7,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
87,1276,35.5654,-119.2229,1.1,1.0,2019-01-12,1857,Terra,MODIS,6.03,290.0,87.6,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
88,1277,35.5142,-119.1994,1.1,1.0,2019-01-12,1857,Terra,MODIS,6.03,286.8,5.3,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
89,1279,35.565,-119.2069,2.4,1.5,2019-01-12,2035,Aqua,MODIS,6.03,286.1,32.6,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
90,1280,35.5595,-119.2324,2.4,1.5,2019-01-12,2035,Aqua,MODIS,6.03,284.9,120.3,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
91,1281,35.5601,-119.2102,2.4,1.5,2019-01-12,2035,Aqua,MODIS,6.03,286.0,62.5,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
92,1282,35.5544,-119.2357,2.4,1.5,2019-01-12,2035,Aqua,MODIS,6.03,284.6,91.6,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
93,1283,36.4418,-119.5964,2.4,1.5,2019-01-12,2035,Aqua,MODIS,6.03,279.8,19.7,D,0,Kingsburg,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
94,1284,36.436,-119.6222,2.4,1.5,2019-01-12,2035,Aqua,MODIS,6.03,282.2,32.0,D,0,Laton,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
95,1285,36.3613,-120.243,2.6,1.6,2019-01-12,2035,Aqua,MODIS,6.03,289.3,20.1,D,0,Huron,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
96,1286,36.5307,-120.0048,2.5,1.5,2019-01-12,2035,Aqua,MODIS,6.03,287.1,14.1,D,0,Caruthers,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
97,1287,36.5368,-120.0113,2.5,1.5,2019-01-12,2035,Aqua,MODIS,6.03,286.9,15.4,D,0,Caruthers,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
98,1288,36.5875,-119.9129,2.5,1.5,2019-01-12,2035,Aqua,MODIS,6.03,288.0,63.2,D,0,Caruthers,California,Fresno County,1.0,3.48,16.103333333333335,2.7087397216534885,71,1018.3461971830983
99,1308,38.2687,-120.334,1.1,1.0,2019-01-13,2118,Aqua,MODIS,6.03,280.6,9.9,D,0,Arnold,California,Calaveras County,,0.0,0.0,0.0,0,0.0
100,1309,38.2782,-120.3183,1.1,1.0,2019-01-13,2118,Aqua,MODIS,6.03,278.8,9.3,D,0,Arnold,California,Calaveras County,,0.0,0.0,0.0,0,0.0
101,1310,38.2767,-120.33,1.1,1.0,2019-01-13,2118,Aqua,MODIS,6.03,279.8,7.9,D,0,Arnold,California,Calaveras County,,0.0,0.0,0.0,0,0.0
102,1311,38.2996,-120.2978,1.1,1.0,2019-01-13,2118,Aqua,MODIS,6.03,278.3,11.7,D,0,Arnold,California,Calaveras County,,0.0,0.0,0.0,0,0.0
103,1506,35.1211,-118.9906,1.3,1.1,2019-01-16,1833,Terra,MODIS,6.03,277.5,12.2,D,0,Weedpatch,California,Kern County,,0.0,0.0,0.0,0,0.0
104,1782,36.5316,-120.3082,1.1,1.0,2019-01-19,1903,Terra,MODIS,6.03,287.6,5.3,D,0,San Joaquin,California,Fresno County,0.0,1.13,19.26,1.449332254319618,76,1025.3107746478877
105,1783,36.3788,-120.1191,1.1,1.0,2019-01-19,1903,Terra,MODIS,6.03,287.5,3.9,D,0,Huron,California,Fresno County,0.0,1.13,19.26,1.449332254319618,76,1025.3107746478877
106,1784,36.1722,-120.1092,1.1,1.0,2019-01-19,1903,Terra,MODIS,6.03,287.9,8.2,D,0,Huron,California,Fresno County,0.0,1.13,19.26,1.449332254319618,76,1025.3107746478877
107,1785,35.4982,-119.43299999999999,1.2,1.1,2019-01-19,1904,Terra,MODIS,6.03,287.0,6.1,D,0,Buttonwillow,California,Kern County,,0.0,0.0,0.0,0,0.0
108,1786,35.4942,-119.4273,1.2,1.1,2019-01-19,1904,Terra,MODIS,6.03,286.7,5.5,D,0,Buttonwillow,California,Kern County,,0.0,0.0,0.0,0,0.0
109,1938,35.8511,-119.3431,1.0,1.0,2019-01-21,1851,Terra,MODIS,6.03,285.8,4.7,D,0,Earlimart,California,Tulare County,,0.0,0.0,0.0,0,0.0
110,1939,34.0935,-117.5265,1.1,1.0,2019-01-21,1852,Terra,MODIS,6.03,291.6,4.3,D,2,Rancho Cucamonga,California,San Bernardino County,,0.0,0.0,0.0,0,0.0
111,1940,34.1237,-117.9391,1.1,1.0,2019-01-21,1852,Terra,MODIS,6.03,290.3,3.4,D,2,Irwindale,California,Los Angeles County,0.0,4.255,20.566666666666666,5.913377557723288,45,992.9868309859153
112,1941,33.2653,-117.0217,1.2,1.1,2019-01-21,1852,Terra,MODIS,6.03,281.8,8.5,D,0,Valley Center,California,San Diego County,0.0,5.67,20.28,5.2720579917423445,60,1005.7909859154934
113,1953,37.0647,-120.3965,1.2,1.1,2019-01-22,554,Terra,MODIS,6.03,278.4,14.4,N,0,Chowchilla,California,Madera County,,0.0,0.0,0.0,0,0.0
114,2022,34.0247,-118.0529,1.0,1.0,2019-01-22,2111,Aqua,MODIS,6.03,284.7,3.4,D,2,South El Monte,California,Los Angeles County,0.0,4.59,20.880000000000006,3.5305577275380986,35,994.7797183098587
115,2023,36.2591,-119.2221,1.0,1.0,2019-01-22,2112,Aqua,MODIS,6.03,279.9,5.8,D,0,Farmersville,California,Tulare County,,0.0,0.0,0.0,0,0.0
116,2024,36.5244,-120.3599,1.0,1.0,2019-01-22,2112,Aqua,MODIS,6.03,279.5,5.5,D,0,San Joaquin,California,Fresno County,2.0,0.95,17.86,1.7487518378110702,71,1026.9802816901406
117,2025,38.1773,-121.2987,1.0,1.0,2019-01-22,2112,Aqua,MODIS,6.03,286.4,9.0,D,0,Woodbridge,California,San Joaquin County,,0.0,0.0,0.0,0,0.0
118,2056,34.0936,-117.5308,1.0,1.0,2019-01-23,1839,Terra,MODIS,6.03,292.5,3.5,D,2,Rancho Cucamonga,California,San Bernardino County,,0.0,0.0,0.0,0,0.0
119,2069,32.9066,-115.5828,3.2,1.7,2019-01-23,2016,Aqua,MODIS,6.03,296.7,121.6,D,0,Imperial,California,Imperial County,,0.0,0.0,0.0,0,0.0
120,2070,32.8989,-115.6161,3.2,1.7,2019-01-23,2016,Aqua,MODIS,6.03,294.8,75.3,D,0,Imperial,California,Imperial County,,0.0,0.0,0.0,0,0.0
121,2071,33.0892,-115.405,3.1,1.7,2019-01-23,2016,Aqua,MODIS,6.03,293.2,101.4,D,0,Calipatria,California,Imperial County,,0.0,0.0,0.0,0,0.0
122,2072,33.0819,-115.4374,3.1,1.7,2019-01-23,2016,Aqua,MODIS,6.03,295.5,220.6,D,0,Calipatria,California,Imperial County,,0.0,0.0,0.0,0,0.0
123,2073,33.0878,-115.4085,3.1,1.7,2019-01-23,2016,Aqua,MODIS,6.03,293.6,153.9,D,0,Calipatria,California,Imperial County,,0.0,0.0,0.0,0,0.0
124,2074,33.0802,-115.4408,3.1,1.7,2019-01-23,2016,Aqua,MODIS,6.03,295.4,175.7,D,0,Calipatria,California,Imperial County,,0.0,0.0,0.0,0,0.0
125,2127,39.9521,-122.1136,1.2,1.1,2019-01-24,1921,Terra,MODIS,6.03,288.6,6.3,D,0,Corning,California,Tehama County,,0.0,0.0,0.0,0,0.0
126,2128,36.2975,-119.1632,2.1,1.4,2019-01-24,1922,Terra,MODIS,6.03,287.6,14.6,D,0,Exeter,California,Tulare County,,0.0,0.0,0.0,0,0.0
127,2129,36.2978,-119.1697,2.1,1.4,2019-01-24,1922,Terra,MODIS,6.03,287.6,20.7,D,0,Exeter,California,Tulare County,,0.0,0.0,0.0,0,0.0
128,2131,32.9358,-115.4613,1.0,1.0,2019-01-24,2059,Aqua,MODIS,6.03,295.0,18.5,D,0,Brawley,California,Imperial County,,0.0,0.0,0.0,0,0.0
129,2132,32.9344,-115.47200000000001,1.0,1.0,2019-01-24,2059,Aqua,MODIS,6.03,300.5,38.5,D,0,Brawley,California,Imperial County,,0.0,0.0,0.0,0,0.0
130,2133,34.7144,-118.2953,1.0,1.0,2019-01-24,2059,Aqua,MODIS,6.03,291.2,14.4,D,0,Leona Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
131,2134,34.7127,-118.3066,1.0,1.0,2019-01-24,2059,Aqua,MODIS,6.03,291.6,30.6,D,0,Leona Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
132,2135,34.7182,-118.32600000000001,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,291.1,16.9,D,0,Leona Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
133,2136,34.751,-118.4155,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,288.5,16.8,D,0,Green Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
134,2137,34.7492,-118.4269,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,289.6,14.4,D,0,Green Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
135,2138,34.7565,-118.4403,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,291.6,41.8,D,0,Green Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
136,2139,34.7656,-118.4425,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,292.2,51.7,D,0,Green Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
137,2140,34.7746,-118.4447,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,303.0,719.7,D,0,Green Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
138,2141,34.7819,-118.4582,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,288.4,6.5,D,0,Green Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
139,2142,34.7916,-118.5014,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,289.4,41.2,D,0,Green Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
140,2143,34.788000000000004,-118.5241,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,290.1,61.3,D,0,Green Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
141,2144,34.7971,-118.5263,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,289.5,29.9,D,0,Green Valley,California,Los Angeles County,0.0,4.02,25.34666666666667,2.648271176702825,38,994.4620422535215
142,2145,35.4503,-119.3065,1.1,1.0,2019-01-24,2059,Aqua,MODIS,6.03,290.9,7.6,D,0,Shafter,California,Kern County,,0.0,0.0,0.0,0,0.0
